time_worker_0,idle_time_0,heavy_0,time_worker_1,idle_time_1,heavy_1,time_worker_2,idle_time_2,heavy_2,time_worker_3,idle_time_3,heavy_3,total_chunk_time,total_idle,total_heavy
0.0198445,0.0005408004,100,0.0143937,0.0059916005,100,0.0182038,0.0021815002,100,0.0157618,0.0046235006,100,0.0203853,0.013337402,400
0.0141049,0.005616001,100,0.0147267,0.0049942005,100,0.0151571,0.004563801,100,0.0186578,0.001063101,100,0.0197209,0.016237102,400
0.0147716,0.0045181,100,0.0141783,0.0051114,100,0.0134957,0.005794,100,0.0143924,0.0048973,100,0.0192897,0.0203208,400
0.0147325,0.002589601,100,0.013722,0.003600101,100,0.0137632,0.0035589011,100,0.0138299,0.0034922007,100,0.0173221,0.013240804,400
0.0140285,0.0023827003,100,0.0149445,0.0014666999,100,0.0135106,0.0029006004,100,0.0143754,0.0020358004,100,0.0164112,0.008785801,400
0.0145458,0.0017696992,100,0.0137199,0.0025955997,100,0.0147606,0.0015548989,100,0.0153995,0.0009159995,100,0.0163155,0.0068361973,400
0.0136448,0.0032088999,100,0.0142153,0.0026383996,100,0.0140524,0.002801299,100,0.0139344,0.0029192995,100,0.0168537,0.011567898,400
0.0132673,0.0027295006,100,0.0134844,0.002512401,100,0.0134611,0.0025357008,100,0.0134929,0.0025039008,100,0.0159968,0.010281503,400
0.0138788,0.0021088999,100,0.0136795,0.0023082,100,0.0138717,0.0021160003,100,0.0142857,0.0017019995,100,0.0159877,0.0082351,400
0.0135175,0.0020395005,100,0.0130387,0.0025183,100,0.0133987,0.0021583,100,0.0132105,0.0023465008,100,0.015557,0.009062601,400
0.01299,0.0019000005,100,0.0131907,0.0016993005,100,0.0131925,0.0016975002,100,0.0134022,0.0014877999,100,0.01489,0.006784601,400
0.0131747,0.0028112996,100,0.0130686,0.0029173996,100,0.0131801,0.002805899,100,0.0134181,0.0025678994,100,0.015986,0.011102498,400
0.0139494,0.0027353,100,0.0136733,0.0030113999,100,0.0136804,0.0030042995,100,0.0144828,0.0022019,100,0.0166847,0.010952899,400
0.0129645,0.0031758994,100,0.0135508,0.0025895992,100,0.0132535,0.0028868997,100,0.0130622,0.0030782,100,0.0161404,0.011730598,400
0.0141481,0.0025971988,100,0.0135171,0.0032281987,100,0.0139517,0.002793599,100,0.013457,0.0032882988,100,0.0167453,0.011907295,400
0.0149273,0.0011659004,100,0.0135719,0.0025212998,100,0.0142228,0.0018704003,100,0.0138424,0.0022508,100,0.0160932,0.0078084003,400
0.0126718,0.0020904997,100,0.0129732,0.0017891005,100,0.0128264,0.0019359002,100,0.0135281,0.0012341999,100,0.0147623,0.0070497002,400
0.0134546,0.0023297006,100,0.0132018,0.0025825007,100,0.0132048,0.002579501,100,0.0135181,0.0022662012,100,0.0157843,0.009757903,400
0.0152432,0.0029541003,100,0.015939,0.0022583008,100,0.0154997,0.0026976,100,0.0157649,0.0024324004,100,0.0181973,0.010342401,400
0.0134072,0.0025735004,100,0.0134516,0.0025290996,100,0.0137055,0.0022751996,100,0.0132499,0.0027307998,100,0.0159807,0.010108599,400
0.0128772,0.0024158005,100,0.0134622,0.0018308004,100,0.0134348,0.0018582,100,0.0134987,0.0017943,100,0.015293,0.007899101,400
0.0131471,0.0023424001,100,0.0128399,0.0026495997,100,0.0129859,0.0025036,100,0.0128234,0.0026661,100,0.0154895,0.0101617,400
